account_wide,achievement_id,achievement_name,category_id,category_name,criteria_id,criteria_name,description,next_id,next_name
0,4817,The Twilight Destroyer (10 player),14922,Lich King Raid,15669,,Defeat Halion in The Ruby Sanctum in 10-player mode.,4818,Heroic: The Twilight Destroyer (10 player)
0,4818,Heroic: The Twilight Destroyer (10 player),14922,Lich King Raid,15672,,Defeat Halion in The Ruby Sanctum in 10-player Heroic mode.,,
0,4825,Explore Vashj'ir,15069,Cataclysm,15675,,"Explore Vashj'ir, revealing the covered areas of the world map.",,
0,4826,Level 85,92,Character,15657,,Reach level 85.,6193,Level 90
0,4827,Surveying the Damage,15069,Cataclysm,18347,,Explore the following areas in Kalimdor and the Eastern Kingdoms to see the changes wrought by the Cataclysm.,,
0,4833,Blackrock Caverns,15067,Cataclysm Dungeon,14953,,Defeat Ascendant Lord Obsidius in Blackrock Caverns.,5060,Heroic: Blackrock Caverns
0,4839,Throne of the Tides,15067,Cataclysm Dungeon,14859,,Defeat Ozumat in Throne of the Tides.,5061,Heroic: Throne of the Tides
0,4840,Grim Batol,15067,Cataclysm Dungeon,14862,,Defeat Erudax in Grim Batol.,5062,Heroic: Grim Batol
0,4841,Halls of Origination,15067,Cataclysm Dungeon,16851,,Defeat Rajh in Halls of Origination.,5065,Heroic: Halls of Origination
0,4842,Blackwing Descent,15068,Cataclysm Raid,15624,,Defeat the bosses in Blackwing Descent.,,
0,4846,The Stonecore,15067,Cataclysm Dungeon,17303,,Defeat High Priestess Azil in the Stonecore.,5063,Heroic: The Stonecore
0,4847,The Vortex Pinnacle,15067,Cataclysm Dungeon,17306,,Defeat Asaad in the Vortex Pinnacle.,5064,Heroic: The Vortex Pinnacle
0,4848,Lost City of the Tol'vir,15067,Cataclysm Dungeon,15208,,"Defeat Siamat, Lord of the South Wind in the Lost City of the Tol'vir.",5066,Heroic: Lost City of the Tol'vir
0,4849,Keeping it in the Family,15068,Cataclysm Raid,15707,,Damage Nefarian below 50% health before he lands for the final confrontation and then defeat Nefarian in Blackwing Descent.,,
0,4850,The Bastion of Twilight,15068,Cataclysm Raid,13128,,Defeat the bosses in the Bastion of Twilight.,,
0,4851,Throne of the Four Winds,15068,Cataclysm Raid,12484,,Defeat the bosses in Throne of the Four Winds.,,
0,4852,Double Dragon,15068,Cataclysm Raid,18362,,Kill 6 Twilight Fiends in the Twilight Realm and then defeat Valiona and Theralion in the Bastion of Twilight.,,
0,4854,I Had It in My Hand,15071,Archaeology,15211,,Find a rare artifact.,4855,What was Briefly Yours is Now Mine
0,4855,What was Briefly Yours is Now Mine,15071,Archaeology,17204,,Find 10 rare artifacts.,4856,It Belongs in a Museum!
0,4856,It Belongs in a Museum!,15071,Archaeology,15293,,Find 20 rare artifacts.,9422,"The Search For Fact, Not Truth"
0,4857,Journeyman Archaeologist,15071,Archaeology,15405,,Obtain 150 skill points in archaeology.,4919,Expert Archaeologist
0,4858,Seven Scepters,15071,Archaeology,16731,,Recover the following scepters from the various races of Azeroth.,,
0,4859,Kings Under the Mountain,15071,Archaeology,16740,,Discover the following artifacts of the Dark Iron thanes.,,
0,4860,Working as a Team,15080,Professions,16854,,Obtain 525 skill points between all expansions in all professions and secondary professions.,6626,Working Better as a Team
0,4861,We Are Legendary,15079,Dungeons & Raids,17195,,Obtain one of the legendary items listed below.,5009,A Legendary Collection
0,4863,Explore Hyjal,15069,Cataclysm,13691,,"Explore Hyjal, revealing the covered areas of the world map.",,
0,4864,Explore Deepholm,15069,Cataclysm,15367,,"Explore Deepholm, revealing the covered areas of the world map.",,
0,4865,Explore Uldum,15069,Cataclysm,15497,,"Explore Uldum, revealing the covered areas of the world map.",,
0,4866,Explore Twilight Highlands,15069,Cataclysm,12809,,"Explore Twilight Highlands, revealing the covered areas of the world map.",,
0,4869,Sinking into Vashj'ir,15070,Cataclysm,14409,,Complete the Vashj'ir storylines listed below.,,
0,4870,Coming Down the Mountain,15070,Cataclysm,16871,,Complete the Mount Hyjal storylines listed below.,,
0,4871,Deep into Deepholm,15070,Cataclysm,14580,,Complete the Deepholm storylines listed below.,,
0,4872,Unearthing Uldum,15070,Cataclysm,14583,,Complete the Uldum storylines listed below.,,
0,4873,Fading into Twilight,15070,Cataclysm,12789,,Complete the Twilight Highlands storylines listed below.,,
0,4874,Breaking Out of Tol Barad,15070,Cataclysm,12792,,Complete 100 daily quests in Tol Barad.,,
0,4881,The Earthen Ring,15072,Cataclysm,15281,,Earn Exalted status with the Earthen Ring.,,
0,4882,The Guardians of Hyjal,15072,Cataclysm,15284,,Earn Exalted status with the Guardians of Hyjal.,,
0,4883,Therazane,15072,Cataclysm,16980,,Earn Exalted status with Therazane.,,
0,4884,Ramkahen,15072,Cataclysm,17355,,Earn Exalted status with the Ramkahen Tol'vir.,,
0,4885,Wildhammer Clan,15072,Cataclysm,17358,,Earn Exalted status with the Wildhammer Clan.,,
0,4886,Dragonmaw Clan,15072,Cataclysm,17361,,Earn Exalted status with the Dragonmaw Clan.,,
0,4887,Tripping the Rifts,15274,Events,16617,,Destroyed one of each type of elemental rift during the Cataclysm launch event.,,
0,4892,Eastern Plaguelands Quests,14861,Eastern Kingdoms,12635,,Complete the Eastern Plaguelands storylines listed below.,,
0,4893,Western Plaguelands Quests,14861,Eastern Kingdoms,12638,,Complete the Western Plaguelands storylines listed below.,,
0,4894,Silverpine Forest Quests,14861,Eastern Kingdoms,15529,,Complete the Silverpine Forest storylines listed below.,,
0,4895,Hillsbrad Foothills Quests,14861,Eastern Kingdoms,12641,,Complete the Hillsbrad Foothills storylines listed below.,,
0,4896,Arathi Highlands Quests,14861,Eastern Kingdoms,65122,,Complete the Arathi Highlands storylines listed below.,,
0,4897,Hinterlands Quests,14861,Eastern Kingdoms,80140,,Complete the Hinterlands storylines listed below.,,
0,4899,Loch Modan Quests,14861,Eastern Kingdoms,16749,,Complete the Loch Modan storylines listed below.,,
0,4900,Badlands Quests,14861,Eastern Kingdoms,16770,,Complete the Badlands storylines listed below.,,
0,4901,Burning Steppes Quests,14861,Eastern Kingdoms,13149,,Complete the Burning Steppes storylines listed below.,,
0,4902,Redridge Mountains Quests,14861,Eastern Kingdoms,12599,,Complete the Redridge Mountains storylines listed below.,,
0,4903,Westfall Quests,14861,Eastern Kingdoms,17417,,Complete the Westfall storylines listed below.,,
0,4904,Swamp of Sorrows Quests,14861,Eastern Kingdoms,16773,,Complete the Swamp of Sorrows storylines listed below.,,
0,4905,Cape of Stranglethorn Quests,14861,Eastern Kingdoms,16776,,Complete the Cape of Stranglethorn storylines listed below.,,
0,4906,Northern Stranglethorn Quests,14861,Eastern Kingdoms,19005,,Complete the Northern Stranglethorn storylines listed below.,,
0,4908,Ghostlands Quests,14861,Eastern Kingdoms,19008,,Complete the Ghostlands storylines listed below.,,
0,4909,Blasted Lands Quests,14861,Eastern Kingdoms,17682,,Complete the Blasted Lands storylines listed below.,,
0,4910,Searing Gorge Quests,14861,Eastern Kingdoms,18370,,Complete the Searing Gorge storylines listed below.,,
0,4912,Guild Level 25,15093,Guild Feats of Strength,,,Reach guild level 25.,,
0,4913,It All Adds Up,15088,General,13977,,"Spend 50,000 gold on guildmember repairs.",5420,It All Really Adds Up
0,4914,Working In the Heat,169,Professions,65838,,"Obtain 75 skill points in a ""Cataclysm"" category of two primary professions.",,
0,4915,More Skills to Pay the Bills,172,Professions,22621,,"Obtain 525 skill points in Fishing, First Aid, Cooking, and Archaeology.",6836,Serious Skills to Pay the Bills
0,4916,Cataclysmic Cook,170,Cooking,15782,,"Obtain 75 skill points in the ""Cataclysm"" category of cooking.",,
0,4917,Cataclysmic Fisherman,171,Fishing,16761,,"Obtain 75 skill points in the ""Cataclysm"" category of fishing.",,
0,4918,Illustrious Grand Master Medic,172,Professions,19727,,Obtain 525 skill points in first aid.,6838,Zen Master Medic
0,4919,Expert Archaeologist,15071,Archaeology,12494,,Obtain 225 skill points in archaeology.,4920,Artisan Archaeologist
0,4920,Artisan Archaeologist,15071,Archaeology,19849,,Obtain 300 skill points in archaeology.,4921,Master Archaeologist
0,4921,Master Archaeologist,15071,Archaeology,15408,,Obtain 375 skill points in archaeology.,4922,Grand Master Archaeologist
0,4922,Grand Master Archaeologist,15071,Archaeology,13901,,Obtain 450 skill points in archaeology.,4923,Illustrious Grand Master Archaeologist
0,4923,Illustrious Grand Master Archaeologist,15071,Archaeology,12497,,Obtain 525 skill points in archaeology.,6837,Zen Master Archaeologist
0,4924,Professional Cataclysmic Master,169,Professions,12508,,"Obtain 75 skill points in a ""Cataclysm"" category of a profession.",,
0,4925,Ashenvale Quests,15081,Kalimdor,63428,,Complete the Ashenvale storylines listed below.,,
0,4926,Bloodmyst Isle Quests,15081,Kalimdor,63307,,Complete the Bloodmyst Isle storylines listed below.,,
0,4927,Azshara Quests,15081,Kalimdor,63289,,Complete the Azshara storylines listed below.,,
0,4928,Darkshore Quests,15081,Kalimdor,63398,,Complete the Darkshore storylines listed below.,,
0,4929,Dustwallow Marsh Quests,15081,Kalimdor,63661,,Complete the Dustwallow Marsh storylines listed below.,,
0,4930,Desolace Quests,15081,Kalimdor,65139,,Complete the Desolace storylines listed below.,,
0,4931,Felwood Quests,15081,Kalimdor,63333,,Complete the Felwood storylines listed below.,,
0,4932,Feralas Quests,15081,Kalimdor,63603,,Complete the Feralas storylines listed below.,,
0,4933,Northern Barrens Quests,15081,Kalimdor,63383,,Complete the Northern Barrens storylines listed below.,,
0,4934,Silithus Quests,15081,Kalimdor,63327,,Complete the Silithus storylines listed below.,,
0,4935,Tanaris Quests,15081,Kalimdor,63405,,Complete the Tanaris storylines listed below.,,
0,4936,Stonetalon Mountains Quests,15081,Kalimdor,63469,,Complete the Stonetalon Mountains storylines listed below.,,
0,4937,Southern Barrens Quests,15081,Kalimdor,63493,,Complete the Southern Barrens storylines listed below.,,
0,4938,Thousand Needles Quests,15081,Kalimdor,63589,,Complete the Thousand Needles storylines listed below.,,
0,4939,Un'Goro Crater Quests,15081,Kalimdor,63419,,Complete the Un'Goro Crater storylines listed below.,,
0,4940,Winterspring Quests,15081,Kalimdor,63368,,Complete the Winterspring storylines listed below.,,
0,4943,Guild Level 5,15093,Guild Feats of Strength,,,Reach guild level 5.,4944,Guild Level 10
0,4944,Guild Level 10,15093,Guild Feats of Strength,,,Reach guild level 10.,4945,Guild Level 15
0,4945,Guild Level 15,15093,Guild Feats of Strength,,,Reach guild level 15.,4946,Guild Level 20
0,4946,Guild Level 20,15093,Guild Feats of Strength,,,Reach guild level 20.,5492,Guild Level 25
0,4947,That's a Lot of Turn Ins,15077,Quests,19014,,"Complete 100,000 quests.",,
0,4948,Saving for a Rainy Day,15088,General,19846,,"Loot 200,000 gold from creatures.",,
0,4949,Guild Vault,15088,General,13146,,Purchase all 8 guild bank tabs.,,
0,4950,Guild Classic Dungeonmaster,15079,Dungeons & Raids,18373,,Complete the classic dungeon achievements listed below in a guild group.,,
0,4952,Guild Challengers,15091,Arena,17546,,Earn the Challenger title on all of the classes below.,,
0,4955,Are You Not Entertained?,15093,Guild Feats of Strength,,,Earn a 2200 rating in the arena with a team composed entirely of guild members.,,
0,4956,5 Dungeon Quests Completed,96,Quests,17558,,Complete 5 dungeon quests.,4957,20 Dungeon Quests Completed
0,4957,20 Dungeon Quests Completed,96,Quests,13917,,Complete 20 dungeon quests.,,
0,4958,The First Rule of Ring of Blood is You Don't Talk About Ring of Blood,96,Quests,18247,,"Complete the Ring of Blood, Amphitheater of Anguish and Crucible of Carnage.",,
0,4959,Beware of the 'Unbeatable?' Pterodactyl,15070,Cataclysm,17619,,Complete the jousting quests in Mount Hyjal up to and including Egg Wave.,,
0,4960,Round Three. Fight!,15070,Cataclysm,15038,,Complete the Crucible of Carnage quests in Twilight Highlands up to and including The Twilight Terror!,,
0,4961,In a Thousand Years Even You Might be Worth Something,15070,Cataclysm,19216,,Complete the Coffer of Promise quests in Uldum up to and including Harrison Jones and the Temple of Uldum.,,
0,4975,From Hell's Heart I Stab at Thee,15069,Cataclysm,15533,,Defeat the Whale Shark in Vashj'ir (despite or perhaps because of the fact that he drops no loot).,,
0,4976,Ashenvale Quests,15081,Kalimdor,63429,,Complete the Ashenvale storylines listed below.,,
0,4978,Dustwallow Marsh Quests,15081,Kalimdor,63662,,Complete the Dustwallow Marsh storylines listed below.,,
0,4979,Feralas Quests,15081,Kalimdor,63604,,Complete the Feralas storylines listed below.,,
0,4980,Stonetalon Mountains Quests,15081,Kalimdor,63470,,Complete the Stonetalon Mountains storylines listed below.,,
0,4981,Southern Barrens Quests,15081,Kalimdor,63494,,Complete the Southern Barrens storylines listed below.,,
0,4982,Sinking into Vashj'ir,15070,Cataclysm,18927,,Complete the Vashj'ir storylines listed below.,,
0,4985,Blackwing Descent Guild Run,15087,Cataclysm Raid,17228,,Defeat the bosses in Blackwing Descent while in a guild group.,,
0,4986,The Bastion of Twilight Guild Run,15087,Cataclysm Raid,17236,,Defeat the bosses in the Bastion of Twilight while in a guild group.,,
0,4987,Throne of the Four Winds Guild Run,15087,Cataclysm Raid,15825,,Defeat the bosses in Throne of the Four Winds while in a guild group.,,
0,4988,Guild Glory of the Cataclysm Raider,15079,Dungeons & Raids,17998,,Complete the Cataclysm raid achievements listed below while in a guild group.,,
0,4989,A Class Act,15088,General,18079,,Reach max level on each of the classes listed below.,,
0,4995,Explore the Cape of Stranglethorn,14777,Eastern Kingdoms,15257,,"Explore the Cape of Stranglethorn, revealing the covered areas of the world map.",,
0,4996,Explore Southern Barrens,14778,Kalimdor,14586,,"Explore The Barrens, revealing the covered areas of the world map.",,
0,4997,"Sulfuras, Hand of Ragnaros - Guild Edition",15079,Dungeons & Raids,16720,,"Owner of Sulfuras, Hand of Ragnaros.",,
0,4998,Realm First! Level 85 Shaman,81,Feats of Strength,17688,,First shaman on the realm to achieve level 85.,,
0,4999,Realm First! Level 85,81,Feats of Strength,15029,,First person on the realm to achieve level 85.,,
0,5000,Realm First! Level 85 Druid,81,Feats of Strength,13116,,First druid on the realm to achieve level 85.,,
0,5001,Realm First! Level 85 Paladin,81,Feats of Strength,14131,,First paladin on the realm to achieve level 85.,,
0,5002,Realm First! Level 85 Priest,81,Feats of Strength,12470,,First priest on the realm to achieve level 85.,,
0,5003,Realm First! Level 85 Warlock,81,Feats of Strength,19843,,First warlock on the realm to achieve level 85.,,
0,5004,Realm First! Level 85 Hunter,81,Feats of Strength,15032,,First hunter on the realm to achieve level 85.,,
0,5005,Realm First! Level 85 Death Knight,81,Feats of Strength,14679,,First death knight on the realm to achieve level 85.,,
0,5006,Realm First! Level 85 Mage,81,Feats of Strength,13119,,First mage on the realm to achieve level 85.,,
0,5007,Realm First! Level 85 Warrior,81,Feats of Strength,14134,,First warrior on the realm to achieve level 85.,,
0,5008,Realm First! Level 85 Rogue,81,Feats of Strength,20091,,First rogue on the realm to achieve level 85.,,
0,5009,A Legendary Collection,15079,Dungeons & Raids,19564,,Obtain three of the legendary items listed below.,5010,The Ultimate Collection
0,5010,The Ultimate Collection,15079,Dungeons & Raids,18933,,Obtain all of the legendary items listed below.,,
0,5011,Guild Classic Raider,15079,Dungeons & Raids,19573,,Complete the classic raid achievements listed below while in a guild group.,,
0,5012,Guild Outland Dungeon Hero,15079,Dungeons & Raids,18562,,Complete the heroic Burning Crusade dungeon achievements listed below while in a guild group.,,
0,5013,Guild Outland Raider,15079,Dungeons & Raids,15318,,Complete the Burning Crusade raid achievements listed below while in a guild group.,,
0,5014,Guild Northrend Dungeon Hero,15079,Dungeons & Raids,20245,,Complete the heroic Northrend dungeon achievements listed below while in a guild group.,,
0,5015,Guild Glory of the Lich King Raider,15079,Dungeons & Raids,18580,,Complete the Northrend raid achievements listed below while in a guild group.,,
0,5016,Just Can't Get Enough - Guild Edition,15086,Lich King Raid,19318,,Defeat Kel'Thuzad in Naxxramas while killing at least 18 abominations in his chamber while in a guild group.,,
0,5017,The Twilight Zone - Guild Edition,15086,Lich King Raid,18782,,"With all three Twilight Drakes still alive, engage and defeat Sartharion the Onyx Guardian while in a guild group.",,
0,5018,You Don't Have an Eternity - Guild Edition,15086,Lich King Raid,15217,,Defeat Malygos in 3 minutes or less while in a guild group.,,
0,5019,Alone in the Darkness - Guild Edition,15086,Lich King Raid,15220,,Defeat Yogg-Saron without the assistance of any Keepers while in a guild group.,,
0,5020,Observed - Guild Edition,15086,Lich King Raid,15223,,Defeat Algalon the Observer while in a guild group.,,
0,5021,Call of the Crusade - Guild Edition,15086,Lich King Raid,19379,,Defeat Anub'arak in the Trial of the Crusader on Heroic mode while in a guild group.,,
0,5022,The Twilight Destroyer - Guild Edition,15086,Lich King Raid,19209,,Defeat Halion on Heroic mode in The Ruby Sanctum while in a guild group.,,
0,5023,The Frozen Throne - Guild Edition,15086,Lich King Raid,18590,,Defeat the Lich King on Heroic mode in Icecrown Citadel while in a guild group.,,
0,5024,Better Leveling Through Chemistry,15080,Professions,17789,,"Create 3,000 Cataclysm flasks.",,
0,5025,"Dust, Dust, and More Dust!",15080,Professions,15226,,"Disenchant 25,000 items.",,
0,5026,Dinner Party,15080,Professions,19594,,"Place 1,500 Feasts.",,
0,5027,Bushels and Bushels,15080,Professions,18992,,"Gather 100,000 herbs.",,
0,5028,Skinnin' for a Livin',15080,Professions,15229,,"Skin 50,000 corpses.",,
0,5029,Guild Gankers,15078,Player vs. Player,15643,,"Get 250,000 honorable kills.",5203,Creepjackers
0,5030,Mighty Miners,15080,Professions,15646,,"Mine 100,000 ore and rocks.",,
0,5031,Horde Slayer,15078,Player vs. Player,15649,,Complete the slayer achievements listed below.,,
0,5032,Gemcrafter Extraordinaire,15080,Professions,18635,,"Cut 2,500 gems of at least superior quality.",,
0,5035,Master Crafter,15080,Professions,18638,,Craft 500 Epic items with an item level of at least 108.,,
0,5036,That's a Lot of Bait,15080,Professions,15798,,"Catch 10,000 fish from fishing pools.",5274,We're Gonna Need a Bigger Boat
0,5037,Deadmines Guild Run,15082,Classic,15755,,"Defeat ""Captain"" Cookie while in a guild group.",,
0,5038,Ragefire Chasm Guild Run,15082,Classic,19267,,Defeat Lava Guard Gordoth while in a guild group.,,
0,5039,Wailing Caverns Guild Run,15082,Classic,13122,,Defeat Mutanus the Devourer while in a guild group.,,
0,5040,Shadowfang Keep Guild Run,15082,Classic,17503,,Defeat Lord Godfrey while in a guild group.,,
0,5041,Blackfathom Deeps Guild Run,15082,Classic,14682,,Defeat Aku'mai while in a guild group.,,
0,5042,Stormwind Stockade Guild Run,15082,Classic,13125,,Defeat Hogger while in a guild group.,,
0,5043,Razorfen Kraul Guild Run,15082,Classic,12581,,Defeat Charlga Razorflank while in a guild group.,,
0,5044,Gnomeregan Guild Run,15082,Classic,14685,,Defeat Mekgineer Thermaplugg while in a guild group.,,
0,5045,Razorfen Downs Guild Run,15082,Classic,15169,,Defeat Amnennar the Coldbringer while in a guild group.,,
0,5046,Scarlet Monastery Guild Run,15082,Classic,18605,,Defeat High Inquisitor Whitemane in Scarlet Monastery while in a guild group.,,
0,5047,Uldaman Guild Run,15082,Classic,14688,,Defeat Archaedas while in a guild group.,,
0,5048,Zul'Farrak Guild Run,15082,Classic,15035,,Defeat Chief Ukorz Sandscalp while in a guild group.,,
0,5049,Maraudon Guild Run,15082,Classic,20056,,Defeat Princess Theradras while in a guild group.,,
0,5050,Sunken Temple Guild Run,15082,Classic,7313,,Defeat Shade of Eranikus while in a guild group.,,
0,5051,Blackrock Depths Guild Run,15082,Classic,17911,,Defeat Emperor Dagran Thaurissan while in a guild group.,,
0,5052,Lower Blackrock Spire Guild Run,15082,Classic,15807,,Defeat Overlord Wyrmthalak while in a guild group.,,
0,5053,King of Dire Maul Guild Run,15082,Classic,18942,,Defeat each wing of Dire Maul while in a guild group.,,
0,5054,Scholomance Guild Run,15082,Classic,14137,,Defeat the leaders of Scholomance while in a guild group.,,
0,5055,Stratholme Guild Run,15082,Classic,18601,,Defeat the evil masterminds inhabiting Stratholme while in a guild group.,,
0,5056,Molten Core Guild Run,15082,Classic,15172,,Defeat Ragnaros while in a guild group.,,
0,5057,Blackwing Lair Guild Run,15082,Classic,12449,,Defeat Nefarian while in a guild group.,,
0,5058,Temple of Ahn'Qiraj Guild Run,15082,Classic,18212,,Defeat C'Thun while in a guild group.,,
0,5059,Ruins of Ahn'Qiraj Guild Run,15082,Classic,12452,,Defeat Ossirian the Unscarred while in a guild group.,,
0,5060,Heroic: Blackrock Caverns,15067,Cataclysm Dungeon,7407,,Defeat Ascendant Lord Obsidius in Blackrock Caverns on Heroic Difficulty.,,
0,5061,Heroic: Throne of the Tides,15067,Cataclysm Dungeon,7401,,Defeat Ozumat in Throne of the Tides on Heroic Difficulty.,,
0,5062,Heroic: Grim Batol,15067,Cataclysm Dungeon,15175,,Defeat Erudax in Grim Batol on Heroic Difficulty.,,
0,5063,Heroic: The Stonecore,15067,Cataclysm Dungeon,7404,,Defeat High Priestess Azil in the Stonecore on Heroic Difficulty.,,
0,5064,Heroic: The Vortex Pinnacle,15067,Cataclysm Dungeon,18995,,Defeat Asaad in the Vortex Pinnacle on Heroic Difficulty.,,
0,5065,Heroic: Halls of Origination,15067,Cataclysm Dungeon,20558,,Defeat Rajh in Halls of Origination on Heroic Difficulty.,,
0,5066,Heroic: Lost City of the Tol'vir,15067,Cataclysm Dungeon,17322,,"Defeat Siamat, Lord of the South Wind in the Lost City of the Tol'vir on Heroic Difficulty.",,
0,5067,Heroic: Hellfire Ramparts Guild Run,15084,The Burning Crusade,19194,,Defeat the leaders of Hellfire Ramparts on Heroic Difficulty while in a guild group.,,
0,5068,Heroic: The Blood Furnace Guild Run,15084,The Burning Crusade,20561,,Defeat Keli'dan the Breaker on Heroic Difficulty while in a guild group.,,
0,5069,Heroic: The Slave Pens Guild Run,15084,The Burning Crusade,17925,,Defeat Quagmirran on Heroic Difficulty while in a guild group.,,
0,5070,Heroic: Underbog Guild Run,15084,The Burning Crusade,15758,,Defeat The Black Stalker on Heroic Difficulty while in a guild group.,,
0,5071,Heroic: Mana-Tombs Guild Run,15084,The Burning Crusade,15140,,Defeat Nexus-Prince Shaffar on Heroic Difficulty while in a guild group.,,
0,5072,Heroic: Auchenai Crypts Guild Run,15084,The Burning Crusade,15334,,Defeat Exarch Maladaar on Heroic Difficulty while in a guild group.,,
0,5073,Heroic: The Escape From Durnholde Guild Run,15084,The Burning Crusade,19199,,Defeat Epoch Hunter on Heroic Difficulty while in a guild group.,,
0,5074,Heroic: Sethekk Halls Guild Run,15084,The Burning Crusade,18299,,Defeat Talon King Ikiss on Heroic Difficulty while in a guild group.,,
0,5075,Heroic: Shadow Labyrinth Guild Run,15084,The Burning Crusade,12993,,Defeat Murmur on Heroic Difficulty while in a guild group.,,
0,5076,Heroic: Opening of the Dark Portal Guild Run,15084,The Burning Crusade,15143,,Defeat Aeonus on Heroic Difficulty while in a guild group.,,
0,5077,Heroic: The Steamvault Guild Run,15084,The Burning Crusade,19837,,Defeat Warlord Kalithresh on Heroic Difficulty while in a guild group.,,
0,5078,Heroic: The Shattered Halls Guild Run,15084,The Burning Crusade,19315,,Defeat Warchief Kargath Bladefist on Heroic Difficulty while in a guild group.,,
0,5079,Heroic: The Mechanar Guild Run,15084,The Burning Crusade,12584,,Defeat Pathaleon the Calculator on Heroic Difficulty while in a guild group.,,
0,5080,Heroic: The Botanica Guild Run,15084,The Burning Crusade,19840,,Defeat Warp Splinter on Heroic Difficulty while in a guild group.,,
0,5081,Heroic: The Arcatraz Guild Run,15084,The Burning Crusade,15761,,Defeat Harbinger Skyriss on Heroic Difficulty while in a guild group.,,
0,5082,Heroic: Magister's Terrace Guild Run,15084,The Burning Crusade,15146,,Defeat Kael'thas Sunstrider on Heroic Difficulty while in a guild group.,,
0,5083,Heroic: Deadmines,15067,Cataclysm Dungeon,19202,,Defeat Vanessa VanCleef in Deadmines on Heroic Difficulty.,,
0,5084,Karazhan Guild Run,15084,The Burning Crusade,15278,,Defeat Prince Malchezaar in Karazhan while in a guild group.,,
0,5086,Gruul's Lair Guild Run,15084,The Burning Crusade,15149,,Defeat Gruul the Dragonkiller in Gruul's Lair while in a guild group.,,
0,5087,Magtheridon's Lair Guild Run,15084,The Burning Crusade,18947,,Defeat Magtheridon in Magtheridon's Lair while in a guild group.,,
0,5088,Serpentshrine Cavern Guild Run,15084,The Burning Crusade,12996,,Defeat Lady Vashj in Serpentshrine Cavern while in a guild group.,,
0,5089,Tempest Keep Guild Run,15084,The Burning Crusade,17522,,Defeat Kael'thas Sunstrider in Tempest Keep while in a guild group.,,
0,5090,The Battle for Mount Hyjal Guild Run,15084,The Burning Crusade,17537,,Defeat Archimonde in The Battle for Mount Hyjal while in a guild group.,,
0,5091,The Black Temple Guild Run,15084,The Burning Crusade,17540,,Defeat Illidan Stormrage in The Black Temple while in a guild group.,,
0,5092,Sunwell Plateau Guild Run,15084,The Burning Crusade,15767,,Defeat Kil'jaeden in Sunwell Plateau while in a guild group.,,
0,5093,Heroic: Shadowfang Keep,15067,Cataclysm Dungeon,13143,,Defeat Lord Godfrey in Shadowfang Keep on Heroic Difficulty.,,
0,5094,Heroic: Magmaw,15068,Cataclysm Raid,19603,,Defeat Magmaw in Blackwing Descent on Heroic Difficulty.,,
0,5095,Heroic: Utgarde Keep Guild Run,15085,Lich King Dungeon,15431,,Defeat Ingvar the Plunderer on Heroic Difficulty while in a guild group.,,
0,5096,Heroic: The Nexus Guild Run,15085,Lich King Dungeon,16642,,Defeat Keristrasza on Heroic Difficulty while in a guild group.,,
0,5097,Heroic: Azjol-Nerub Guild Run,15085,Lich King Dungeon,12999,,Defeat Anub'arak on Heroic Difficulty while in a guild group.,,
0,5098,Heroic: Ahn'kahet: The Old Kingdom Guild Run,15085,Lich King Dungeon,15178,,Defeat Herald Volazj on Heroic Difficulty while in a guild group.,,
0,5099,Heroic: Drak'Tharon Keep Guild Run,15085,Lich King Dungeon,19736,,Defeat The Prophet Tharon'ja on Heroic Difficulty while in a guild group.,,
0,5100,Heroic: The Violet Hold Guild Run,15085,Lich King Dungeon,16645,,Defeat Cyanigosa in The Violet Hold on Heroic Difficulty while in a guild group.,,
0,5101,Heroic: Gundrak Guild Run,15085,Lich King Dungeon,17691,,Defeat Gal'darah on Heroic Difficulty while in a guild group.,,
0,5102,Heroic: Halls of Stone Guild Run,15085,Lich King Dungeon,17931,,Defeat The Tribunal of Ages the Halls of Stone on Heroic Difficulty while in a guild group.,,
0,5103,Heroic: Halls of Lightning Guild Run,15085,Lich King Dungeon,13134,,Defeat Loken on Heroic Difficulty while in a guild group.,,
0,5104,Heroic: The Oculus Guild Run,15085,Lich King Dungeon,20094,,Defeat Ley-Guardian Eregos on Heroic Difficulty while in a guild group.,,
0,5105,Heroic: Utgarde Pinnacle Guild Run,15085,Lich King Dungeon,17145,,Defeat King Ymiron on Heroic Difficulty while in a guild group.,,
0,5106,Heroic: The Culling of Stratholme Guild Run,15085,Lich King Dungeon,17543,,Defeat Mal'Ganis on Heroic Difficulty while in a guild group.,,
0,5107,Heroic: Omnotron Defense System,15068,Cataclysm Raid,17632,,Defeat the Omnotron Defense System in Blackwing Descent on Heroic Difficulty.,,
0,5108,Heroic: Maloriak,15068,Cataclysm Raid,12800,,Defeat Maloriak in Blackwing Descent on Heroic Difficulty.,,
0,5109,Heroic: Atramedes,15068,Cataclysm Raid,13164,,Defeat Atramedes in Blackwing Descent on Heroic Difficulty.,,
0,5110,Heroic: Trial of the Champion Guild Run,15085,Lich King Dungeon,20130,,Defeat The Black Knight in the Trial of the Champion on Heroic Difficulty while in a guild group.,,
0,5111,Heroic: Trial of the Champion Guild Run,15085,Lich King Dungeon,20766,,Defeat The Black Knight in the Trial of the Champion on Heroic Difficulty while in a guild group.,,
